Age,M,F
0-4,148338,141015
5-9,148036,140622
10-14,147058,140070
15-19,135363,128136
20-24,144697,137537
25-29,174720,167234
30-34,203754,195989
35-39,222079,210242
40-44,232577,219287
45-49,214651,206937
50-54,173798,173234
55-59,173140,180530
60-64,166279,183753
65-69,151037,184396
70-74,106491,147658
75-79,59926,100653
80-84,34297,70261
85-89,16230,39413
90-94,6310,16958
95-99,1041,3528
100+,58,280
