Age,M,F
0-4,240777,227634
5-9,237343,224335
10-14,247374,235645
15-19,251797,238019
20-24,266818,250571
25-29,317671,297721
30-34,323899,302283
35-39,320442,307038
40-44,394855,385105
45-49,404946,396931
50-54,344270,347862
55-59,273000,293817
60-64,272225,324676
65-69,283608,374531
70-74,205671,303426
75-79,136875,233543
80-84,78493,166815
85-89,37102,94403
90-94,14464,41549
95-99,2441,8781
100+,209,812
